Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16
B_-4_2_P_BLUE_-4_-1_-4_2_-2_1_P_ORANGE_-4_2_-3_4_1_4,1,1,0,2,2,0.5,0.0,0.20482361,0.08201119,0.12281242,0.2868348,0.0530385,0.016814591,0.036223907,0.06985309
B_-4_2_P_BLUE_-4_2_-2_-1_3_3_P_ORANGE_-4_3_-3_4_1_4,1,1,0,2,2,0.5,0.0,0.20478177,0.12538052,0.07940125,0.3301623,0.04234067,0.0059278533,0.036412816,0.048268523
B_1_4_P_BLUE_1_3_2_1_2_4_P_ORANGE_1_3_1_4_1_4,1,1,0,2,2,0.5,0.0,0.2045109,0.033556886,0.170954,0.23806778,0.017764932,0.002404464,0.015360468,0.020169396
B_3_0_P_BLUE_1_-2_3_-3_3_0_P_ORANGE_0_3_3_0_3_1,1,1,0,2,2,0.5,0.0,0.20430514,0.12189034,0.0824148,0.32619548,0.012785308,0.0050126635,0.007772644,0.017797971
B_-2_0_P_BLUE_-2_-1_-2_0_2_-3_P_ORANGE_-3_2_-2_0_1_-1,1,1,0,2,2,0.5,0.0,0.2042628,0.12489298,0.07936981,0.32915577,0.18265475,0.027504042,0.15515071,0.2101588
B_-4_2_P_BLUE_-4_-3_-4_3_-2_1_P_ORANGE_-4_1_-3_4_-2_2,1,1,0,2,2,0.5,0.0,0.20387252,0.009620652,0.19425187,0.21349317,0.08969374,0.055824745,0.03386899,0.14551848
B_2_-2_P_BLUE_-1_-2_2_-4_2_-2_P_ORANGE_-1_-2_2_-1_3_1,1,1,0,2,2,0.5,0.0,0.20382425,0.114893556,0.08893069,0.3187178,0.10288547,0.005713295,0.09717217,0.10859876
B_3_1_P_BLUE_-3_-5_3_1_3_1_P_ORANGE_-2_2_1_-1_2_4,1,1,0,2,2,0.5,0.0,0.20364998,0.079118475,0.124531515,0.28276846,0.024661282,0.011367942,0.01329334,0.036029223
B_-3_0_P_BLUE_-4_1_-3_0_0_0_P_ORANGE_-4_3_-3_4_0_4,1,1,0,2,2,0.5,0.0,0.20326842,0.011253729,0.1920147,0.21452215,0.03144884,0.016126545,0.015322297,0.047575388
B_-3_-5_P_BLUE_-3_-5_-1_-4_1_-4_P_ORANGE_-3_-5_-3_-2_0_-1,1,1,0,2,2,0.5,0.0,0.20325464,0.061112165,0.14214247,0.2643668,0.21573341,0.060160816,0.1555726,0.27589422
B_-4_3_P_BLUE_-4_3_-2_0_1_4_P_ORANGE_-4_3_-2_4_-1_5,1,1,0,2,2,0.5,0.0,0.20266151,0.028896831,0.17376469,0.23155835,0.033684358,0.015363516,0.01832084,0.049047872
B_3_3_P_BLUE_-4_3_0_0_3_0_P_ORANGE_-1_3_2_4_3_4,1,1,0,2,2,0.5,0.0,0.20193589,0.051565737,0.15037015,0.25350162,0.00975925,0.0041830926,0.0055761575,0.013942343
B_3_-3_P_BLUE_0_-4_3_-4_3_-3_P_ORANGE_-2_-5_2_-2_2_2,1,1,0,2,2,0.5,0.0,0.20125788,0.019064121,0.18219376,0.220322,0.17906383,0.01078286,0.16828097,0.1898467
B_2_4_P_BLUE_-4_-1_3_0_3_4_P_ORANGE_-1_2_1_1_1_4,1,1,0,2,2,0.5,0.0,0.20082265,0.016299985,0.18452267,0.21712264,0.0025886921,0.00023967063,0.0023490216,0.0028283629
B_3_-2_P_BLUE_0_-2_2_-5_3_-3_P_ORANGE_-1_1_2_-1_3_-3,1,1,0,2,2,0.5,0.0,0.20071363,0.017732345,0.18298128,0.21844597,0.112880245,0.0038090833,0.10907116,0.116689324
B_0_-5_P_BLUE_-1_-1_0_-5_0_-5_P_ORANGE_-1_-4_1_-5_2_-2,1,1,0,2,2,0.5,0.0,0.20010105,0.13478836,0.06531269,0.3348894,0.38997328,0.03208396,0.35788932,0.42205724
B_2_4_P_BLUE_1_2_1_4_2_1_P_ORANGE_0_4_2_3_2_4,1,1,0,2,2,0.5,0.0,0.1994893,0.14446023,0.055029064,0.34394953,0.055787265,0.01502125,0.040766016,0.070808515
B_0_0_P_BLUE_-3_-5_-1_-2_0_0_P_ORANGE_-1_-1_-1_0_3_4,1,1,0,2,2,0.5,0.0,0.19933653,0.106722295,0.09261423,0.30605882,0.083313935,0.04427072,0.039043214,0.12758465
B_-4_-2_P_BLUE_-4_-2_-4_-1_2_0_P_ORANGE_-4_-1_-3_1_1_4,1,1,0,2,2,0.5,0.0,0.19905785,0.050597228,0.14846061,0.24965507,0.009150159,0.00066126,0.008488899,0.009811419
B_3_2_P_BLUE_0_1_2_0_3_3_P_ORANGE_1_2_1_4_3_3,1,1,0,2,2,0.5,0.0,0.19905108,0.1818797,0.017171388,0.38093078,0.13613851,0.111178614,0.024959905,0.24731714
B_3_2_P_BLUE_0_1_3_0_3_3_P_ORANGE_1_4_3_3_3_4,1,1,0,2,2,0.5,0.0,0.19894011,0.052941278,0.14599884,0.2518814,0.06841798,0.014713,0.053704984,0.083130985
B_-3_0_P_BLUE_-3_-1_-1_-2_2_1_P_ORANGE_-4_3_-3_-1_-1_3,1,1,0,2,2,0.5,0.0,0.19888213,0.0077010915,0.19118103,0.20658322,0.057107344,0.0126185715,0.044488773,0.069725916
B_-4_-4_P_BLUE_-4_-4_-2_-5_-1_-5_P_ORANGE_-4_-3_-2_-2_1_-5,1,1,0,2,2,0.5,0.0,0.19881794,0.031899355,0.16691859,0.2307173,0.11192681,0.021660682,0.09026613,0.1335875
B_1_2_P_BLUE_0_-1_1_-4_1_0_P_ORANGE_0_1_1_2_2_0,1,1,0,2,2,0.5,0.0,0.19858538,0.013586551,0.18499883,0.21217193,0.021915909,0.004889978,0.01702593,0.026805887
B_-4_2_P_BLUE_-4_-1_-4_2_0_-1_P_ORANGE_-4_2_-4_4_-2_4,1,1,0,2,2,0.5,0.0,0.19833474,0.031775877,0.16655886,0.23011062,0.08360781,0.081193686,0.0024141239,0.1648015
B_3_4_P_BLUE_1_3_3_0_3_3_P_ORANGE_0_4_3_3_3_4,2,2,0,4,4,0.5,0.0,0.1982427,0.061003808,0.12741555,0.29548076,0.014027784,0.0068510296,0.0064472053,0.02351762
B_-4_2_P_BLUE_-4_0_-4_2_-4_3_P_ORANGE_-4_3_-3_4_-1_4,1,1,0,2,2,0.5,0.0,0.19823867,0.055829376,0.1424093,0.25406805,0.09962512,0.027341671,0.07228345,0.12696679
B_0_-1_P_BLUE_-3_-5_0_-1_0_-1_P_ORANGE_-1_-1_-1_1_3_3,1,1,0,2,2,0.5,0.0,0.19791685,0.026337638,0.17157921,0.22425449,0.1999102,0.0494854,0.1504248,0.2493956
B_1_-3_P_BLUE_-1_-5_-1_-4_0_-4_P_ORANGE_-1_-4_0_-4_1_-1,1,1,0,2,2,0.5,0.0,0.19788495,0.016524173,0.18136078,0.21440913,0.18479371,0.0022400096,0.1825537,0.18703371
B_3_2_P_BLUE_0_1_3_0_3_3_P_ORANGE_1_4_2_4_3_2,1,1,0,2,2,0.5,0.0,0.19764206,0.085629605,0.11201246,0.28327167,0.08281888,0.0021897294,0.080629155,0.085008614
B_2_-4_P_BLUE_0_-5_3_-5_3_-3_P_ORANGE_2_-5_2_-3_2_-1,1,1,0,2,2,0.5,0.0,0.19763814,0.039339557,0.15829858,0.2369777,0.2955879,0.029448375,0.2661395,0.32503626
B_3_-2_P_BLUE_0_-3_3_-3_3_-2_P_ORANGE_-1_2_3_-3_3_2,1,1,0,2,2,0.5,0.0,0.19726375,0.014492698,0.18277106,0.21175645,0.004486019,0.00068614515,0.0037998734,0.0051721637
B_-4_2_P_BLUE_-4_-1_-4_2_-2_-2_P_ORANGE_-4_2_-3_4_-1_1,2,2,0,4,4,0.5,0.0,0.1971448,0.062161904,0.12829272,0.26460388,0.07805404,0.02002525,0.048873242,0.10133548
B_-4_2_P_BLUE_-4_2_-3_0_3_2_P_ORANGE_-4_2_-3_4_-2_4,1,1,0,2,2,0.5,0.0,0.196862,0.15402876,0.042833235,0.35089076,0.084101215,0.008296136,0.075805075,0.09239735
B_-3_0_P_BLUE_-3_0_-3_0_1_-3_P_ORANGE_-3_0_-3_1_1_-1,1,1,0,2,2,0.5,0.0,0.19676071,0.1629673,0.03379341,0.359728,0.11969794,0.091087446,0.028610498,0.21078539
B_-1_-1_P_BLUE_-3_-4_0_-1_0_-1_P_ORANGE_-1_0_-1_0_2_3,1,1,0,2,2,0.5,0.0,0.19627617,0.0778753,0.11840088,0.27415147,0.22771975,0.032360904,0.19535886,0.26008067
B_3_2_P_BLUE_3_-1_3_1_3_1_P_ORANGE_1_3_3_2_3_2,1,1,0,2,2,0.5,0.0,0.19607861,0.04572229,0.15035632,0.2418009,0.021972328,0.013501596,0.008470734,0.035473924
B_0_-4_P_BLUE_-4_0_0_-5_0_-5_P_ORANGE_0_-5_0_-4_0_-2,1,1,1,1,2,0.5,0.5,0.19604819,0.18671612,0.009332057,0.3827643,0.40848386,0.06936231,0.33912155,0.47784618
B_-3_-2_P_BLUE_-3_-3_-2_0_0_0_P_ORANGE_-2_-1_-2_0_2_2,1,1,0,2,2,0.5,0.0,0.19602019,0.013316803,0.18270339,0.209337,0.08328584,0.008708179,0.07457766,0.09199402
B_1_1_P_BLUE_-1_4_0_1_2_-1_P_ORANGE_0_0_1_2_3_1,1,1,0,2,2,0.5,0.0,0.19592816,0.0010933504,0.1948348,0.1970215,0.31356084,0.033714697,0.27984613,0.34727553
B_-1_0_P_BLUE_-4_-4_-1_-2_-1_0_P_ORANGE_-3_4_-1_0_-1_1,1,1,0,2,2,0.5,0.0,0.19554108,0.03086014,0.16468094,0.22640122,0.1644142,0.049387097,0.1150271,0.2138013
B_-4_-3_P_BLUE_-4_-3_-2_-5_0_-3_P_ORANGE_-4_-2_-4_0_-3_-3,1,1,0,2,2,0.5,0.0,0.19552402,0.11317046,0.08235356,0.30869448,0.0075863358,0.0017437681,0.005842568,0.009330104
B_-4_-3_P_BLUE_-4_-3_-2_-5_0_-4_P_ORANGE_-4_-3_-4_-2_1_-1,1,1,0,2,2,0.5,0.0,0.19535878,0.107155144,0.08820364,0.30251393,0.11460186,0.06388095,0.050720904,0.17848282
B_-4_3_P_BLUE_-4_0_-4_3_-1_4_P_ORANGE_-4_3_-2_4_2_4,1,1,0,2,2,0.5,0.0,0.1948969,0.12166375,0.07323315,0.31656066,0.13301341,0.11615093,0.016862484,0.24916434
B_2_3_P_BLUE_-1_0_2_2_3_2_P_ORANGE_-2_4_2_3_2_4,1,1,0,2,2,0.5,0.0,0.19481312,0.01174432,0.1830688,0.20655744,0.09010765,0.058536198,0.031571455,0.14864385
B_3_2_P_BLUE_3_-1_3_2_3_3_P_ORANGE_1_3_2_4_3_2,1,1,0,2,2,0.5,0.0,0.19460985,0.07844136,0.116168484,0.2730512,0.012272123,0.000954675,0.011317449,0.013226799
B_-4_3_P_BLUE_-3_1_-2_2_-1_4_P_ORANGE_-4_3_-2_2_-2_4,1,1,0,2,2,0.5,0.0,0.19402418,0.1637285,0.030295666,0.35775268,0.081302896,0.036717646,0.044585247,0.11802054
B_1_4_P_BLUE_-2_1_1_3_2_4_P_ORANGE_0_4_1_4_1_4,1,1,0,2,2,0.5,0.0,0.19396919,0.0013281852,0.192641,0.19529738,0.059000205,0.041053813,0.01794639,0.10005402
B_-3_2_P_BLUE_-4_3_-3_1_1_0_P_ORANGE_-3_2_-3_4_0_3,1,1,0,2,2,0.5,0.0,0.19370946,0.16717693,0.02653254,0.3608864,0.05849215,0.049554694,0.008937457,0.108046845
B_-3_-1_P_BLUE_-4_0_-2_-1_-2_2_P_ORANGE_-4_1_-4_3_0_1,1,1,0,2,2,0.5,0.0,0.19333056,0.03984443,0.15348613,0.233175,0.040441822,0.006799251,0.03364257,0.047241073
B_-1_-4_P_BLUE_-1_-6_-1_-5_0_-1_P_ORANGE_-2_-4_-1_-3_0_-5,1,1,0,2,2,0.5,0.0,0.19306722,0.02763293,0.1654343,0.22070016,0.38795823,0.014443323,0.37351492,0.40240157
B_3_1_P_BLUE_1_-2_3_1_3_2_P_ORANGE_1_2_2_4_3_1,1,1,0,2,2,0.5,0.0,0.19283018,0.0830073,0.109822884,0.27583748,0.10519984,0.005244106,0.09995574,0.11044395
B_3_3_P_BLUE_0_0_3_-1_3_1_P_ORANGE_0_4_1_4_3_3,1,1,0,2,2,0.5,0.0,0.19281955,0.13508312,0.057736415,0.32790267,0.050653737,0.02284814,0.027805598,0.07350188
B_0_0_P_BLUE_-1_-3_0_-1_1_-4_P_ORANGE_-2_3_-1_1_-1_1,1,1,0,2,2,0.5,0.0,0.19278142,0.018774606,0.1740068,0.21155602,0.20691383,0.034552015,0.1723618,0.24146584
B_-2_-4_P_BLUE_-4_-3_-2_-5_-2_-4_P_ORANGE_-4_-4_-2_0_3_-4,1,1,0,2,2,0.5,0.0,0.19268933,0.0361112,0.15657814,0.22880054,0.040880546,0.027784824,0.01309572,0.06866537
B_-2_-3_P_BLUE_-4_-3_-2_-3_3_-3_P_ORANGE_-4_-5_-2_-3_-1_-1,1,1,0,2,2,0.5,0.0,0.19253764,0.029012576,0.16352506,0.22155021,0.24664824,0.12602177,0.12062647,0.37267
B_3_1_P_BLUE_1_-2_3_-4_3_0_P_ORANGE_-2_3_3_0_3_1,1,1,0,2,2,0.5,0.0,0.19215207,0.017730594,0.17442147,0.20988266,0.050525326,0.04742964,0.003095685,0.097954966
B_-2_0_P_BLUE_-3_-3_-2_-1_1_0_P_ORANGE_-2_-1_-2_0_2_2,1,1,0,2,2,0.5,0.0,0.19207945,0.060736917,0.13134255,0.25281638,0.044502582,0.0033304356,0.041172147,0.047833018
B_0_-1_P_BLUE_-2_-2_0_-1_2_-5_P_ORANGE_-3_4_-1_1_0_0,1,1,1,1,2,0.5,0.5,0.19202992,0.01251968,0.17951024,0.2045496,0.30195618,0.011010334,0.29094583,0.3129665
B_0_-2_P_BLUE_-2_-3_-2_-1_3_-1_P_ORANGE_-4_-1_0_-1_1_0,1,1,0,2,2,0.5,0.0,0.19145581,0.013914339,0.17754148,0.20537016,0.32306,0.0062933266,0.31676668,0.32935333
B_1_3_P_BLUE_1_3_2_-5_2_4_P_ORANGE_0_4_1_4_3_0,1,1,0,2,2,0.5,0.0,0.1914546,0.070996806,0.1204578,0.2624514,0.11031072,0.05590051,0.05441021,0.16621123
B_-2_1_P_BLUE_-4_-4_-1_-1_0_-1_P_ORANGE_-4_3_-1_0_0_0,1,1,0,2,2,0.5,0.0,0.19132978,0.06786328,0.12346651,0.25919306,0.044732336,0.011409856,0.03332248,0.056142192
B_-4_3_P_BLUE_-4_0_-4_3_-4_3_P_ORANGE_-4_4_-2_4_0_3,1,1,0,2,2,0.5,0.0,0.19079566,0.12160241,0.06919326,0.31239808,0.048076835,0.0006765574,0.047400277,0.048753392
B_3_2_P_BLUE_-3_-3_0_0_1_1_P_ORANGE_-2_-2_1_-1_3_2,1,1,0,2,2,0.5,0.0,0.19076343,0.0897304,0.10103304,0.28049383,0.17286944,0.004883617,0.16798583,0.17775306
B_-4_3_P_BLUE_-4_0_-3_-4_-3_0_P_ORANGE_-4_-1_-4_4_-3_4,1,1,0,2,2,0.5,0.0,0.19074807,0.021518625,0.16922943,0.21226668,0.013930971,0.0036307983,0.0103001725,0.01756177
B_1_4_P_BLUE_1_2_1_4_3_0_P_ORANGE_-1_4_1_2_1_4,1,1,0,2,2,0.5,0.0,0.1907106,0.164373,0.026337605,0.3550836,0.08212378,0.027240947,0.054882832,0.109364726
B_-3_4_P_BLUE_-4_0_-4_3_1_0_P_ORANGE_-4_2_-3_4_0_4,1,1,0,2,2,0.5,0.0,0.19060425,0.08995958,0.10064467,0.28056383,0.01546073,0.01027544,0.0051852893,0.02573617
B_2_4_P_BLUE_0_1_3_1_3_3_P_ORANGE_1_4_2_4_3_0,1,1,0,2,2,0.5,0.0,0.19059834,0.07129368,0.11930466,0.26189202,0.12811701,0.090852186,0.037264816,0.2189692
B_-4_3_P_BLUE_-4_3_0_3_3_-2_P_ORANGE_-4_3_-2_2_1_3,1,1,0,2,2,0.5,0.0,0.19055058,0.031718716,0.15883186,0.2222693,0.026031738,0.00831694,0.017714798,0.034348678
B_-1_-1_P_BLUE_-3_-5_-1_-1_0_0_P_ORANGE_-1_0_0_1_3_3,1,1,0,2,2,0.5,0.0,0.19018984,0.059720695,0.13046914,0.24991053,0.18733166,0.0561786,0.13115306,0.24351026
B_3_2_P_BLUE_2_0_3_-1_3_2_P_ORANGE_1_2_1_4_3_2,1,1,0,2,2,0.5,0.0,0.1900704,0.047844753,0.14222565,0.23791516,0.111565635,0.059373606,0.052192025,0.17093924
B_-1_-1_P_BLUE_-3_-4_-1_-2_0_0_P_ORANGE_-1_-1_0_1_2_4,1,1,0,2,2,0.5,0.0,0.18976301,0.039613783,0.15014923,0.2293768,0.24277806,0.050561696,0.19221637,0.29333976
B_-1_0_P_BLUE_-1_-1_-1_0_2_-3_P_ORANGE_-2_2_-1_0_0_0,1,1,0,2,2,0.5,0.0,0.18950446,0.08764599,0.10185847,0.27715045,0.08696261,0.04203035,0.04493226,0.12899296
B_-4_-2_P_BLUE_-4_-4_-3_-2_-1_-4_P_ORANGE_-4_-1_-2_2_2_-3,1,1,0,2,2,0.5,0.0,0.18938282,0.061551176,0.12783165,0.250934,0.25894505,0.0055027604,0.2534423,0.2644478
B_-2_0_P_BLUE_-2_-1_-1_-1_2_-4_P_ORANGE_-4_2_-1_0_0_0,1,1,0,2,2,0.5,0.0,0.18926227,0.032993495,0.15626878,0.22225577,0.091527805,0.031817637,0.059710167,0.12334544
B_0_0_P_BLUE_-2_-3_0_-2_1_-5_P_ORANGE_-2_4_-1_1_-1_2,1,1,0,2,2,0.5,0.0,0.1889133,0.014546037,0.17436726,0.20345934,0.15823619,0.0052147508,0.15302144,0.16345094
B_1_-4_P_BLUE_-2_-5_0_-5_1_-4_P_ORANGE_-4_-4_0_-2_1_-2,1,1,0,2,2,0.5,0.0,0.18873918,0.027185418,0.16155377,0.2159246,0.27919295,0.055448093,0.22374485,0.33464104
B_-4_0_P_BLUE_-4_-3_-3_0_3_0_P_ORANGE_-4_1_-4_4_-2_2,1,1,0,2,2,0.5,0.0,0.18844253,0.04554478,0.14289775,0.23398732,0.07000926,0.008540744,0.061468516,0.07855
B_3_4_P_BLUE_0_4_1_0_3_4_P_ORANGE_0_5_2_4_3_4,1,1,0,2,2,0.5,0.0,0.18817377,0.092005916,0.096167855,0.28017968,0.03367538,0.02185686,0.011818522,0.05553224
B_-4_3_P_BLUE_-4_2_1_0_2_1_P_ORANGE_-4_4_-1_2_-1_4,1,1,0,2,2,0.5,0.0,0.18811522,0.001690194,0.18642503,0.18980542,0.025192708,0.0068460144,0.018346693,0.032038722
B_-4_3_P_BLUE_-4_0_-4_3_0_-2_P_ORANGE_-4_3_-3_4_-1_5,1,1,0,2,2,0.5,0.0,0.18804649,0.08221706,0.10582943,0.27026355,0.004086841,0.0025678626,0.0015189784,0.0066547035
B_1_-1_P_BLUE_-3_-4_0_0_1_0_P_ORANGE_-1_-1_0_0_3_1,1,1,0,2,2,0.5,0.0,0.18746254,0.00034301728,0.18711951,0.18780555,0.19477281,0.0038226247,0.19095019,0.19859543
B_-4_0_P_BLUE_-4_0_-4_2_2_1_P_ORANGE_-4_3_-2_4_-1_4,1,1,0,2,2,0.5,0.0,0.18742624,0.041449867,0.14597636,0.2288761,0.03593044,0.017076498,0.018853944,0.05300694
B_-4_0_P_BLUE_-4_-3_-4_0_-2_-2_P_ORANGE_-4_0_-3_1_-1_3,1,1,0,2,2,0.5,0.0,0.18737341,0.0676888,0.119684614,0.25506222,0.08717179,0.020460725,0.06671107,0.10763252
B_3_0_P_BLUE_2_-2_2_0_3_0_P_ORANGE_0_4_3_0_3_1,1,1,0,2,2,0.5,0.0,0.18720937,0.0847382,0.10247116,0.27194756,0.07054912,0.048414525,0.022134598,0.118963644
B_0_0_P_BLUE_-1_-1_0_-3_3_-4_P_ORANGE_-1_0_-1_1_3_3,1,1,0,2,2,0.5,0.0,0.1868043,0.018221684,0.16858262,0.20502599,0.109881155,0.0048900247,0.10499113,0.11477118
B_0_4_P_BLUE_0_0_0_4_2_1_P_ORANGE_0_4_0_4_1_4,1,1,0,2,2,0.5,0.0,0.18679398,0.077757485,0.1090365,0.26455146,0.16450042,0.120495565,0.044004843,0.28499597
B_3_2_P_BLUE_1_1_3_-2_3_2_P_ORANGE_1_-1_2_3_3_2,1,1,0,2,2,0.5,0.0,0.18571825,0.10749709,0.078221165,0.29321533,0.07391798,0.061450657,0.012467319,0.13536863
B_0_-1_P_BLUE_0_-2_1_-1_3_4_P_ORANGE_0_0_0_4_3_0,1,1,0,2,2,0.5,0.0,0.18558964,0.029752076,0.15583757,0.21534172,0.10918717,0.0053477027,0.103839464,0.11453487
B_2_0_P_BLUE_-1_-5_2_-3_3_0_P_ORANGE_-4_2_0_0_2_0,1,1,0,2,2,0.5,0.0,0.18555635,0.016977556,0.16857879,0.2025339,0.22848201,0.0023458228,0.22613618,0.23082782
B_-4_3_P_BLUE_-4_3_-2_4_-1_-3_P_ORANGE_-4_3_-2_4_1_3,1,1,0,2,2,0.5,0.0,0.1852228,0.13547587,0.04974693,0.32069868,0.06353139,0.045871116,0.017660271,0.10940251
B_-4_3_P_BLUE_-4_-5_-4_-1_0_0_P_ORANGE_-2_3_-1_0_0_1,1,1,0,2,2,0.5,0.0,0.18509166,0.05292131,0.13217035,0.23801297,0.0067486325,0.0019448744,0.004803758,0.008693507
B_1_-5_P_BLUE_0_-5_1_-5_1_-5_P_ORANGE_-1_-3_2_-5_2_-3,1,1,0,2,2,0.5,0.0,0.18494764,0.018084489,0.16686314,0.20303212,0.2321345,0.042171165,0.18996334,0.27430567
B_-4_2_P_BLUE_-4_2_-3_0_-2_-4_P_ORANGE_-4_2_-3_4_-1_2,1,1,0,2,2,0.5,0.0,0.18478182,0.17181894,0.012962883,0.35660076,0.057666652,0.028517453,0.0291492,0.08618411
B_-4_1_P_BLUE_-4_-5_0_-3_1_-1_P_ORANGE_-4_-2_-4_0_2_0,1,1,0,2,2,0.5,0.0,0.18469149,0.0003996417,0.18429184,0.18509112,0.052313685,0.0034613516,0.048852336,0.05577504
B_-3_3_P_BLUE_-4_-1_-2_1_-2_4_P_ORANGE_-3_3_-2_4_-2_4,1,1,0,2,2,0.5,0.0,0.18454446,0.15760109,0.026943373,0.34214553,0.09589012,0.07014483,0.025745288,0.16603495
B_-1_-4_P_BLUE_-1_-4_-1_-4_0_-5_P_ORANGE_-1_-4_-1_-1_0_-4,1,1,0,2,2,0.5,0.0,0.18420199,0.046406396,0.13779558,0.23060837,0.15112346,0.09469173,0.056431726,0.24581519
B_-3_-1_P_BLUE_-4_-2_-3_0_-2_-4_P_ORANGE_-4_-1_-4_0_-3_1,1,1,0,2,2,0.5,0.0,0.18344504,0.0038116574,0.17963338,0.1872567,0.25793123,0.015634194,0.24229702,0.2735654
B_-3_4_P_BLUE_-4_0_-4_4_-2_2_P_ORANGE_-3_4_-1_4_1_4,2,2,0,4,4,0.5,0.0,0.18343347,0.09475221,0.08285743,0.27866307,0.052707978,0.035640035,0.007160561,0.094098836
B_-3_4_P_BLUE_-4_2_-4_3_-2_-3_P_ORANGE_-4_3_-2_1_1_4,1,1,0,2,2,0.5,0.0,0.18343166,0.0021546483,0.181277,0.1855863,0.0074471757,0.0015260184,0.0059211575,0.008973194
B_-1_0_P_BLUE_-1_-1_-1_-1_2_-4_P_ORANGE_-3_3_-1_-1_0_0,1,1,0,2,2,0.5,0.0,0.18314676,0.040944368,0.14220239,0.22409113,0.091245055,0.07863004,0.012615019,0.16987509
B_-4_3_P_BLUE_-4_1_-4_2_-4_3_P_ORANGE_-4_4_-2_4_-2_4,1,1,0,2,2,0.5,0.0,0.1831228,0.028917626,0.15420517,0.21204042,0.03032862,0.0012924364,0.029036185,0.031621058
B_-4_4_P_BLUE_-4_2_-3_-1_0_4_P_ORANGE_-4_4_-1_5_0_1,1,1,0,2,2,0.5,0.0,0.182665,0.043078154,0.13958685,0.22574316,0.022266358,0.005956593,0.016309766,0.028222952
B_-4_3_P_BLUE_-4_-1_-4_3_1_1_P_ORANGE_-4_3_-3_4_-1_4,1,1,0,2,2,0.5,0.0,0.18261603,0.14258766,0.04002836,0.3252037,0.032782104,0.024111317,0.008670786,0.05689342
B_2_-1_P_BLUE_-1_-1_0_0_3_-4_P_ORANGE_-1_0_1_-1_2_4,1,1,0,2,2,0.5,0.0,0.18248162,0.041402273,0.14107935,0.2238839,0.17578459,0.013485216,0.16229938,0.18926981
B_0_4_P_BLUE_-3_1_-2_4_-1_0_P_ORANGE_-4_2_-4_3_0_4,1,1,0,2,2,0.5,0.0,0.18238306,0.0324597,0.14992337,0.21484277,0.16608527,0.025083669,0.1410016,0.19116893
B_2_4_P_BLUE_-2_4_1_0_2_2_P_ORANGE_-1_4_1_4_2_4,1,1,0,2,2,0.5,0.0,0.18136664,0.037639797,0.14372684,0.21900643,0.11718182,0.085146636,0.032035183,0.20232846
B_3_-3_P_BLUE_1_-5_3_-4_3_-3_P_ORANGE_0_-4_3_-3_3_-1,1,1,0,2,2,0.5,0.0,0.18072513,0.018169083,0.16255604,0.1988942,0.1672087,0.07222473,0.094983965,0.23943342
B_2_0_P_BLUE_1_-2_2_-5_3_-2_P_ORANGE_2_0_3_-3_3_0,1,1,0,2,2,0.5,0.0,0.18021604,0.105263345,0.07495271,0.2854794,0.03577125,0.026635246,0.009136004,0.062406495
B_2_-3_P_BLUE_-3_-5_1_-4_2_-4_P_ORANGE_1_-4_2_-5_2_-1,1,1,0,2,2,0.5,0.0,0.18020074,0.05668393,0.123516805,0.23688467,0.32866463,0.007658392,0.32100624,0.33632302
B_1_-3_P_BLUE_-1_-3_0_-6_1_-3_P_ORANGE_1_-3_1_-3_1_0,1,1,0,2,2,0.5,0.0,0.18017626,0.027684502,0.15249175,0.20786075,0.07439842,0.021020949,0.053377472,0.09541937
B_3_4_P_BLUE_-2_-2_0_4_2_3_P_ORANGE_0_4_1_4_3_3,1,1,0,2,2,0.5,0.0,0.17990413,0.007345818,0.17255832,0.18724996,0.014463324,0.000112361275,0.014350963,0.014575685
B_-4_3_P_BLUE_-4_2_-4_4_-2_0_P_ORANGE_-4_2_-4_3_-2_4,1,1,0,2,2,0.5,0.0,0.17980324,0.06455162,0.115251616,0.24435486,0.06368255,0.0202659,0.04341665,0.08394845
B_-3_3_P_BLUE_-2_1_-2_2_0_4_P_ORANGE_-4_3_-3_3_0_4,1,1,0,2,2,0.5,0.0,0.17964053,0.12351239,0.056128137,0.30315292,0.12055804,0.023007419,0.09755062,0.14356546
B_-1_4_P_BLUE_-1_2_-1_4_0_4_P_ORANGE_-1_1_-1_4_0_4,1,1,0,2,2,0.5,0.0,0.179451,0.06976302,0.109687984,0.24921402,0.09568608,0.0333834,0.062302675,0.12906948
B_-4_1_P_BLUE_-4_1_-4_1_-3_-2_P_ORANGE_-4_0_-3_3_2_4,1,1,0,2,2,0.5,0.0,0.17873865,0.03959769,0.13914096,0.21833634,0.15981728,0.107286386,0.052530896,0.26710367
B_-2_4_P_BLUE_-4_2_-2_3_-1_-1_P_ORANGE_-4_3_-2_4_0_4,1,1,0,2,2,0.5,0.0,0.17831904,0.049282394,0.12903664,0.22760142,0.17257747,0.1529837,0.019593772,0.32556117
B_3_-2_P_BLUE_-1_-2_2_-4_3_-3_P_ORANGE_-1_-3_3_-1_3_0,1,1,0,2,2,0.5,0.0,0.17829011,0.17298052,0.005309592,0.35127065,0.14238143,0.06632029,0.07606114,0.20870171
